"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Archie Bleyer & His Orchestra";2024-11-10;152800;"Hernando's Hideaway";26;"2010-04-20";"6KWiZ8m20pZic7JHjbjUVV"
"The Dave Brubeck Quartet";2024-11-10;403640;"Blue Rondo à la Turk";48;"1959-12-14";"0nTTEAhCZsbbeplyDMIFuA"
"Mel Muñiz";2024-11-10;185083;"Harta";26;"2020-10-09";"45WFleOFs1vRsZ6M3ba1W6"
"Yma Sumac";2024-11-10;251840;"Goomba Boomba";19;"1954-01-01";"6r8Yx9gVdsXveZL8EO7asW"
"Leftover Cuties";2024-11-10;130153;"When You're Smiling (Bonus Track)";24;"2009-02-21";"547yFW97CJmD0gW6sOkZTu"
"Tonina";2024-11-10;176490;"Perfidia";27;"2018-04-06";"1C243tneCDTSgxjZuqr1P5"
"Biréli Lagrène";2024-11-10;309853;"Je suis seul ce soir";30;"2001-10-01";"1joLSRQ75k0eR1Lo0wrcka"
"Percy Mayfield";2024-11-10;90866;"Hit The Road Jack";26;"1992";"0rNcKfh6jIyfDbtCHNBHTJ"
"Louis Armstrong And The All-Stars";2024-11-10;190666;"Down By The Riverside";19;"1958-01-01";"4sW3fcKyf0Gb4ttQExNeXU"
"Kermit Ruffins";2024-11-10;302826;"Don't Worry Be Happy";27;"2017-10-13";"4VeAUH224vVs8UfrHZjFrV"
"Diego El Cigala";2024-11-10;195946;"Historia De Un Amor (Love Story)";26;"2008";"7c9foQ4zPGCwQoX6avMpJC"
"De-Phazz";2024-11-10;248226;"The Mambo Craze";40;"2003-02-03";"1JShlh3BoP2w1tBoyYDvsM"
"Tino Contreras";2024-11-10;168198;"Orfeo en los Tambores";26;"2017-12-01";"1kyt03TDrHd4JPoBPjHMJ2"
"Ska Cubano";2024-11-10;222680;"Soy Campesino";35;"2005-06-10";"6dGWSlqez8ptLOJBCt1ymW"
"Lena Morris";2024-11-10;242640;"Phaedra";30;"2021-03-26";"7g795UasAsPRcnrbFepewb"
"Sidney Bechet and his New Orleans Feetwarmers";2024-11-10;181400;"Egyptian Fantasy";21;"1992-11-21";"1hB2w44KaxQZtiL9M93Vxi"
"Benny Goodman";2024-11-10;443973;"Sing, Sing, Sing (Parts 1 & 2)";32;"1995-01-01";"7lo6mqUmjbyb4oOP4WK7kA"
"Carmen McRae";2024-11-10;180493;"Whatever Lola Wants";26;"2000-01-01";"6Z3cUfIlKDfdgUaCnyjvCF"
"Sheila Jordan";2024-11-10;135200;"Hum Drum Blues";29;"1989-01-01";"4ALgkikUWOsGL2BOrlZ6W1"
"Squirrel Nut Zippers";2024-11-10;159200;"Put a Lid on It - Remastered 2016";35;"2016-07-29";"7dPq7uxh4wGS8EIP2kQNw3"
"Jamie Cullum";2024-11-10;274073;"When I Get Famous";31;"2013-01-01";"4CAfF5JPPvnHlJ3mrvQfbe"
"Cassandra Wilson";2024-11-10;254066;"Lover Come Back To Me";25;"2008-01-01";"0NVvo5bvNOYWZmkJELSQ5S"
"Gene Ammons";2024-11-10;322933;"Canadian Sunset";20;"1987-01-01";"4u4T0lYZ2VbDHOmAwHKxJs"
"Giovanni Hidalgo";2024-11-10;425333;"Summertime";21;"1993-01-01";"20QQyfHLjyZENU9jJFEvdj"
"Anita O'Day";2024-11-10;162866;"Peanut Vendor";27;"1958-01-01";"5EC5UZWQEWFyKy2Kq4ibWB"
"IZARO";2024-11-10;208600;"La Felicidad";36;"2018-01-19";"7AJGzyNV2zUSDBmwG8ENPl"
"Bryan Ferry";2024-11-10;216266;"The Way You Look Tonight";38;"1999-10-25";"3oJQhXk20kCoMh5ECFd9VR"
"Lambert, Hendricks & Ross";2024-11-10;136040;"Twisted";19;"1959";"3KXxNNVjXAdXO6N4wE94ZJ"
"Hot Club De Norvege";2024-11-10;196626;"Noto Swing";27;"1999-01-23";"2D6NyWEwm04uWDLK6iYqhH"
"Ballaké Sissoko";2024-11-10;226413;"Esperanza";30;"2023-03-31";"2mrxRmDXdZFlEKZZx9OcWR"
