"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Rodrigo y Gabriela";2023-10-15;205906;"Tamacun";17;"2008";"5TZqyXO1t0wJ2LUKHCYSWN"
"The 5.6.7.8's";2023-10-15;119066;"Woo Hoo";42;"2007-11-05";"70dhCg14HnQoEbiBzmBHnO"
"Yma Sumac";2023-10-15;135760;"Gopher";41;"1954-01-01";"6r8Yx9gVdsXveZL8EO7asW"
"MEUTE";2023-10-15;306422;"You & Me";59;"2018-05-30";"2Beq4oZ4hFHDCkboDgI5Jn"
"Flash Mob Jazz";2023-10-15;224322;"Get Lucky";32;"2016-11-15";"2kuhiIZuJa7dLUHQdnwMvw"
"Thurston Harris";2023-10-15;142453;"Little Bitty Pretty One";52;"1986-01-01";"4nYxAqSN5IKtwX1E1wJtTO"
"Jay-Jay Johanson";2023-10-15;183880;"Heard Somebody Whistle";53;"2019-04-19";"7orlZQvjmxs8JyCqVq0ZM6"
"Amparito";2023-10-15;111386;"Dolor";30;"2019-03-15";"7khMpHcJ0sx4us7JGXwxI6"
"Shivaree";2023-10-15;244293;"Goodnight Moon";58;"1999-01-01";"02r9ie0hNGQdEw5iHxSLO4"
"Chocolate Remix";2023-10-15;143505;"Ni una Menos";38;"2017-02-16";"4HsyhBMFmRLmTxEQeuROub"
"Giulia Y Los Tellarini";2023-10-15;134546;"La Ley Del Retiro";38;"2010-07-13";"1qqtVcmjqZWWon6M2eIU6A"
"La Familia de Ukeleles";2023-10-15;166193;"Hurry Up";28;"2018-07-13";"6JzeapBSMrUsjGZDgSCsyc"
"Ricky Hombre Libre";2023-10-15;188248;"Freedom";35;"2017-04-25";"1F5h6ZPVoUPmSaiHTqdywD"
"Javier Limón";2023-10-15;151453;"Cuatro Coplas de Luna";37;"2018-05-11";"4MlX93BN43aQm4J0bl4hKd"
"Colectivo Panamera";2023-10-15;177272;"Quiéreme mucho";39;"2023-06-09";"0PGaNfzsUQ7bcgTroiZDsq"
"Gotan Project";2023-10-15;260480;"Mi Confesión";49;"2006";"0T8nMuHvA1CKt2HKmVSqGX"
"Chris Isaak";2023-10-15;173960;"Baby Did A Bad Bad Thing";46;"1995";"2Rsr3itpw3oPPf3kA31g63"
"Rosana";2023-10-15;219813;"El talismán";53;"1996";"3iZk2FY3YtnSNjx06Ft8Xg"
"Madeleine Peyroux";2023-10-15;235640;"Dance Me To The End Of Love";32;"2004-01-01";"6uM6gYQpvDk8mF1GMy4uPs"
"The Lost Fingers";2023-10-15;262105;"Tom's Diner";32;"2014-05-06";"7J2MfpxjuwJb3gGrbeG8qh"
"Una Mas Trio";2023-10-15;230793;"Clear As Water - Mo' Horizons Radio Restyle";36;"2015-06-01";"15C3Kj2pj5tRu5bwxeNf41"
"Benjamin Clementine";2023-10-15;300306;"Nemesis";39;"2014";"57C441GacSIgBNQzcDAw0Y"
"Najwa";2023-10-15;169728;"Mira Que Eres Linda";41;"2021-06-04";"4jfzDg1g67lwmVYemdoVPd"
"The Platters";2023-10-15;152332;"Sixteen Tons - Digitally Remastered";40;"2022-10-03";"3xIOkiyMn8a2hw6P5THPrZ"
"Conchita Velasco";2023-10-15;120387;"Calor";38;"2018-04-17";"5hmJoo2bl2Nvyzb8EEkQQ5"
"Russian Red";2023-10-15;134986;"Fuerteventura";34;"2011-05-10";"00RQk4eq8GKZPj4nMOQquO"
"Elia y Elizabeth";2023-10-15;243240;"Alegria";51;"1973-04-15";"2Yc5i2E3EU89eIX8QshY2W"
"Peggy Lee";2023-10-15;170066;"It's A Good Day";43;"1948-04-01";"60o8Pe8VkIKmZjrPS1y65S"
"The Coasters";2023-10-15;196466;"Down in Mexico";56;"2005-02-08";"3HRX7bzilG4zT8CZ6KTdtO"
"Boyanka Kostova";2023-10-15;140695;"Muinheira De Interior";36;"2020-10-07";"20YUri5FMrB59M2KNeQsQO"
