"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Lhasa De Sela";2024-09-29;231386;"Love Came Here";45;"2009-04-21";"3sQmnzinwjBm9aXlW28imE"
"Rebirth Brass Band";2024-09-29;209613;"Feel Like Funkin' It Up - Live Street Mix";34;"2010-09-28";"2axJjtgJbRtqYXUgrUy8Sb"
"The Speakeasies' Swing Band!";2024-09-29;240053;"Liquid Paradise";42;"2012-07-23";"2s8PUicZl6aSXxCoRCOISL"
"Miguelichi López";2024-09-29;130171;"La novia (Interludio)";40;"2022-04-22";"27GBknSpZjPzPdrxRPs06Y"
"The Village Stompers";2024-09-29;158794;"Washington Square - Remastered";26;"2019-02-15";"3Xzs3o2mS0b2V2lYU4KLDc"
"THE TAKE VIBE E.P.";2024-09-29;191304;"Golden Brown";40;"2020-09-11";"5X9hhQpVNIA93ruz9DEbvl"
"Gabriel Rios";2024-09-29;201213;"Porque Te Vas";30;"2007";"6ZnNwgywOxHgsjsl26NU0J"
"Susana Baca";2024-09-29;256146;"Negra Presentuosa";32;"1997";"5rvmqZXWJaqmZC2FVzz4WS"
"Gypsy Swing Revue";2024-09-29;238093;"Puttin' On the Ritz";34;"2007-01-01";"2GhFpYVZdVZ1PnVkphY0OU"
"Tuba Skinny";2024-09-29;217826;"Jubilee Stomp";34;"2022-09-09";"32BoDcbuT3KEDgqrS66019"
"Fanfare Ciocarlia";2024-09-29;372893;"Asfalt Tango";37;"1999-01-01";"51fzQZ94klHH5ToOVN6Uy3"
"Al Bowlly";2024-09-29;197799;"My Woman";30;"2019-07-24";"51J9pKjLCM1vNWZVSKv0DS"
"Lonely Drifter Karen";2024-09-29;138680;"La Chouette (The Owl)";29;"2009-05-18";"6xsfUtarHBqjS7MlNrr6Dq"
"Juan Carlos Caceres";2024-09-29;224373;"Tango Negro";37;"1998-10-01";"2bCy5VYm7b7SM8E4EBY7t8"
"Luke & The Belleville Orchestra";2024-09-29;181864;"Bad Bad Fever";29;"2015-02-27";"1Z0EXTsXeKOMzH2UzIZ4K4"
"Gunhild Carling";2024-09-29;153025;"Fly Me to the Moon";29;"2014-12-16";"7aZy9kd0P1sUxNDzs9BEfW"
"Rupa & the April Fishes";2024-09-29;247466;"Maintenant";34;"2008-04-15";"5sGnsGhJM2MSn5JdUem3VJ"
"Del Shannon";2024-09-29;137306;"Runaway";63;"1961-01-01";"6dWi04y7CwB5M0XvzAewKT"
"Silvana Mangano";2024-09-29;148893;"El Negro Zumbón";25;"1996-05-15";"7EoTiJYZ1HKyL8JHCRWOtg"
"Nadeah";2024-09-29;236346;"At the Moment";24;"2011";"2Ts1vMmygfa1d1R4eqohCp"
"Django Reinhardt";2024-09-29;158013;"Django's Tiger";40;"1970";"1sUg8G0j9lPHSQExj5Q797"
"[dunkelbunt]";2024-09-29;240813;"Cinnamon Girl - Radio Edit";42;"2009-06-26";"4w6dkkyae9lSt2zia8NVm7"
"Marlene Dietrich";2024-09-29;217146;"Where Have All The Flowers Gone";31;"1964-01-01";"5e9dSNaac07n9LOZ6SbDBm"
"Guadalupe Plata";2024-09-29;175573;"Baby Me Vuelves Loco";26;"2008-12-24";"3ToqLEdrV0YpwnIt0ysozb"
"Swing Republic";2024-09-29;203533;"Scrub Me Mama with a Boogie Beat";25;"2011-02-07";"0yscW2RcvDNlifaHp3JPPJ"
"Lorenzo Soria";2024-09-29;214588;"Tus Ojitos Moros";16;"2022-11-18";"1fmSGqj0oIAApAtDLI7Rfw"
"The Sonics";2024-09-29;160400;"Have Love Will Travel";55;"1965";"4vqaqoTEbNyeeSHJA6KpdM"
"Paris Gadjo Club";2024-09-29;176226;"Assanhado";34;"2018-03-28";"39q7vaJkwAX3bNhwqFgI2S"
"The Exorcists";2024-09-29;207880;"Fever";27;"2018-05-16";"5gfxn8fItkPzwns7R6csXj"
"Woody Allen";2024-09-29;222760;"Lonesome Blues";29;"1998-10-31";"5uxUhIjWizZ6fhDoiuTcgp"
